year,country_name,sexe,iso3,youth_unemployment_rate_pct,age_min,age_max
2015,Finland,Male,FIN,14.7,15,24
2015,Finland,Female,FIN,16.2,15,24
2015,Finland,Male,FIN,6.0,25,34
2015,Finland,Female,FIN,6.7,25,34
2015,Finland,Male,FIN,4.5,35,44
2015,Finland,Female,FIN,4.9,35,44
2015,Finland,Male,FIN,5.1,45,54
2015,Finland,Female,FIN,5.6,45,54
2015,Finland,Male,FIN,6.3,55,64
2015,Finland,Female,FIN,5.1,55,64
2015,Finland,Male,FIN,6.2,15,64
2015,Finland,Female,FIN,6.9,15,64
2015,Belgium,Male,BEL,14.2,15,24
2015,Belgium,Female,BEL,15.6,15,24
2015,Belgium,Male,BEL,6.8,25,34
2015,Belgium,Female,BEL,7.5,25,34
2015,Belgium,Male,BEL,4.7,35,44
2015,Belgium,Female,BEL,5.2,35,44
2015,Belgium,Male,BEL,4.3,45,54
2015,Belgium,Female,BEL,4.7,45,54
2015,Belgium,Male,BEL,4.3,55,64
2015,Belgium,Female,BEL,3.5,55,64
2015,Belgium,Male,BEL,4.9,15,64
2015,Belgium,Female,BEL,5.4,15,64
2015,Sweden,Male,SWE,13.2,15,24
2015,Sweden,Female,SWE,14.6,15,24
2015,Sweden,Male,SWE,5.9,25,34
2015,Sweden,Female,SWE,6.6,25,34
2015,Sweden,Male,SWE,3.7,35,44
2015,Sweden,Female,SWE,4.1,35,44
2015,Sweden,Male,SWE,3.3,45,54
2015,Sweden,Female,SWE,3.7,45,54
2015,Sweden,Male,SWE,4.1,55,64
2015,Sweden,Female,SWE,3.4,55,64
2015,Sweden,Male,SWE,5.1,15,64
2015,Sweden,Female,SWE,5.6,15,64
2015,Portugal,Male,PRT,13.0,15,24
2015,Portugal,Female,PRT,14.4,15,24
2015,Portugal,Male,PRT,7.1,25,34
2015,Portugal,Female,PRT,7.8,25,34
2015,Portugal,Male,PRT,5.2,35,44
2015,Portugal,Female,PRT,5.7,35,44
2015,Portugal,Male,PRT,4.5,45,54
2015,Portugal,Female,PRT,5.0,45,54
2015,Portugal,Male,PRT,4.9,55,64
2015,Portugal,Female,PRT,4.0,55,64
2015,Portugal,Male,PRT,5.3,15,64
2015,Portugal,Female,PRT,5.9,15,64
2015,Lithuania,Male,LTU,12.4,15,24
2015,Lithuania,Female,LTU,13.7,15,24
2015,Lithuania,Male,LTU,6.0,25,34
2015,Lithuania,Female,LTU,6.7,25,34
2015,Lithuania,Male,LTU,4.2,35,44
2015,Lithuania,Female,LTU,4.6,35,44
2015,Lithuania,Male,LTU,3.6,45,54
2015,Lithuania,Female,LTU,4.0,45,54
2015,Lithuania,Male,LTU,5.3,55,64
2015,Lithuania,Female,LTU,4.3,55,64
2015,Lithuania,Male,LTU,5.3,15,64
2015,Lithuania,Female,LTU,5.9,15,64
2015,Luxembourg,Male,LUX,12.1,15,24
2015,Luxembourg,Female,LUX,13.3,15,24
2015,Luxembourg,Male,LUX,4.5,25,34
2015,Luxembourg,Female,LUX,5.0,25,34
2015,Luxembourg,Male,LUX,3.3,35,44
2015,Luxembourg,Female,LUX,3.7,35,44
2015,Luxembourg,Male,LUX,2.7,45,54
2015,Luxembourg,Female,LUX,3.0,45,54
2015,Luxembourg,Male,LUX,2.9,55,64
2015,Luxembourg,Female,LUX,2.4,55,64
2015,Luxembourg,Male,LUX,3.8,15,64
2015,Luxembourg,Female,LUX,4.3,15,64
2015,Slovakia,Male,SVK,11.4,15,24
2015,Slovakia,Female,SVK,12.7,15,24
2015,Slovakia,Male,SVK,5.6,25,34
2015,Slovakia,Female,SVK,6.2,25,34
2015,Slovakia,Male,SVK,3.7,35,44
2015,Slovakia,Female,SVK,4.1,35,44
2015,Slovakia,Male,SVK,3.4,45,54
2015,Slovakia,Female,SVK,3.8,45,54
2015,Slovakia,Male,SVK,4.7,55,64
2015,Slovakia,Female,SVK,3.8,55,64
2015,Slovakia,Male,SVK,4.5,15,64
2015,Slovakia,Female,SVK,4.9,15,64
2015,Estonia,Male,EST,11.2,15,24
2015,Estonia,Female,EST,12.4,15,24
2015,Estonia,Male,EST,5.2,25,34
2015,Estonia,Female,EST,5.7,25,34
2015,Estonia,Male,EST,3.6,35,44
2015,Estonia,Female,EST,4.0,35,44
2015,Estonia,Male,EST,3.3,45,54
2015,Estonia,Female,EST,3.7,45,54
2015,Estonia,Male,EST,4.3,55,64
2015,Estonia,Female,EST,3.5,55,64
2015,Estonia,Male,EST,4.7,15,64
2015,Estonia,Female,EST,5.2,15,64
2015,Croatia,Male,HRV,10.8,15,24
2015,Croatia,Female,HRV,11.9,15,24
2015,Croatia,Male,HRV,6.3,25,34
2015,Croatia,Female,HRV,7.0,25,34
2015,Croatia,Male,HRV,5.1,35,44
2015,Croatia,Female,HRV,5.6,35,44
2015,Croatia,Male,HRV,4.5,45,54
2015,Croatia,Female,HRV,4.9,45,54
2015,Croatia,Male,HRV,5.0,55,64
2015,Croatia,Female,HRV,4.1,55,64
2015,Croatia,Male,HRV,5.3,15,64
2015,Croatia,Female,HRV,5.9,15,64
2015,Latvia,Male,LVA,10.6,15,24
2015,Latvia,Female,LVA,11.7,15,24
2015,Latvia,Male,LVA,5.1,25,34
2015,Latvia,Female,LVA,5.6,25,34
2015,Latvia,Male,LVA,3.7,35,44
2015,Latvia,Female,LVA,4.1,35,44
2015,Latvia,Male,LVA,3.4,45,54
2015,Latvia,Female,LVA,3.8,45,54
2015,Latvia,Male,LVA,4.1,55,64
2015,Latvia,Female,LVA,3.4,55,64
2015,Latvia,Male,LVA,4.5,15,64
2015,Latvia,Female,LVA,5.0,15,64
2015,Poland,Male,POL,10.4,15,24
2015,Poland,Female,POL,11.5,15,24
2015,Poland,Male,POL,4.2,25,34
2015,Poland,Female,POL,4.6,25,34
2015,Poland,Male,POL,2.7,35,44
2015,Poland,Female,POL,3.0,35,44
2015,Poland,Male,POL,2.4,45,54
2015,Poland,Female,POL,2.7,45,54
2015,Poland,Male,POL,2.9,55,64
2015,Poland,Female,POL,2.4,55,64
2015,Poland,Male,POL,3.0,15,64
2015,Poland,Female,POL,3.3,15,64
2015,Romania,Male,ROU,9.8,15,24
2015,Romania,Female,ROU,10.8,15,24
2015,Romania,Male,ROU,5.2,25,34
2015,Romania,Female,ROU,5.7,25,34
2015,Romania,Male,ROU,3.6,35,44
2015,Romania,Female,ROU,4.0,35,44
2015,Romania,Male,ROU,3.3,45,54
2015,Romania,Female,ROU,3.7,45,54
2015,Romania,Male,ROU,3.2,55,64
2015,Romania,Female,ROU,2.6,55,64
2015,Romania,Male,ROU,4.2,15,64
2015,Romania,Female,ROU,4.6,15,64
2015,Hungary,Male,HUN,9.4,15,24
2015,Hungary,Female,HUN,10.4,15,24
2015,Hungary,Male,HUN,3.7,25,34
2015,Hungary,Female,HUN,4.1,25,34
2015,Hungary,Male,HUN,2.5,35,44
2015,Hungary,Female,HUN,2.8,35,44
2015,Hungary,Male,HUN,2.3,45,54
2015,Hungary,Female,HUN,2.5,45,54
2015,Hungary,Male,HUN,2.8,55,64
2015,Hungary,Female,HUN,2.3,55,64
2015,Hungary,Male,HUN,3.1,15,64
2015,Hungary,Female,HUN,3.5,15,64
2015,Austria,Male,AUT,8.9,15,24
2015,Austria,Female,AUT,9.9,15,24
2015,Austria,Male,AUT,4.5,25,34
2015,Austria,Female,AUT,4.9,25,34
2015,Austria,Male,AUT,3.7,35,44
2015,Austria,Female,AUT,4.1,35,44
2015,Austria,Male,AUT,3.3,45,54
2015,Austria,Female,AUT,3.7,45,54
2015,Austria,Male,AUT,3.9,55,64
2015,Austria,Female,AUT,3.2,55,64
2015,Austria,Male,AUT,4.2,15,64
2015,Austria,Female,AUT,4.6,15,64
2015,Denmark,Male,DNK,8.6,15,24
2015,Denmark,Female,DNK,9.5,15,24
2015,Denmark,Male,DNK,4.3,25,34
2015,Denmark,Female,DNK,4.7,25,34
2015,Denmark,Male,DNK,3.3,35,44
2015,Denmark,Female,DNK,3.7,35,44
2015,Denmark,Male,DNK,2.8,45,54
2015,Denmark,Female,DNK,3.1,45,54
2015,Denmark,Male,DNK,3.1,55,64
2015,Denmark,Female,DNK,2.6,55,64
2015,Denmark,Male,DNK,3.6,15,64
2015,Denmark,Female,DNK,4.0,15,64
2015,Slovenia,Male,SVN,8.0,15,24
2015,Slovenia,Female,SVN,8.8,15,24
2015,Slovenia,Male,SVN,3.7,25,34
2015,Slovenia,Female,SVN,4.1,25,34
2015,Slovenia,Male,SVN,2.7,35,44
2015,Slovenia,Female,SVN,3.0,35,44
2015,Slovenia,Male,SVN,2.4,45,54
2015,Slovenia,Female,SVN,2.7,45,54
2015,Slovenia,Male,SVN,2.9,55,64
2015,Slovenia,Female,SVN,2.4,55,64
2015,Slovenia,Male,SVN,3.0,15,64
2015,Slovenia,Female,SVN,3.3,15,64
2015,Bulgaria,Male,BGR,7.8,15,24
2015,Bulgaria,Female,BGR,8.6,15,24
2015,Bulgaria,Male,BGR,4.2,25,34
2015,Bulgaria,Female,BGR,4.6,25,34
2015,Bulgaria,Male,BGR,3.4,35,44
2015,Bulgaria,Female,BGR,3.8,35,44
2015,Bulgaria,Male,BGR,2.8,45,54
2015,Bulgaria,Female,BGR,3.1,45,54
2015,Bulgaria,Male,BGR,2.8,55,64
2015,Bulgaria,Female,BGR,2.3,55,64
2015,Bulgaria,Male,BGR,3.8,15,64
2015,Bulgaria,Female,BGR,4.2,15,64
2015,Cyprus,Male,CYP,7.7,15,24
2015,Cyprus,Female,CYP,8.5,15,24
2015,Cyprus,Male,CYP,4.5,25,34
2015,Cyprus,Female,CYP,5.0,25,34
2015,Cyprus,Male,CYP,3.6,35,44
2015,Cyprus,Female,CYP,4.0,35,44
2015,Cyprus,Male,CYP,3.3,45,54
2015,Cyprus,Female,CYP,3.7,45,54
2015,Cyprus,Male,CYP,3.2,55,64
2015,Cyprus,Female,CYP,2.6,55,64
2015,Cyprus,Male,CYP,3.7,15,64
2015,Cyprus,Female,CYP,4.1,15,64
2015,Ireland,Male,IRL,7.2,15,24
2015,Ireland,Female,IRL,7.9,15,24
2015,Ireland,Male,IRL,3.6,25,34
2015,Ireland,Female,IRL,4.0,25,34
2015,Ireland,Male,IRL,2.8,35,44
2015,Ireland,Female,IRL,3.1,35,44
2015,Ireland,Male,IRL,2.5,45,54
2015,Ireland,Female,IRL,2.8,45,54
2015,Ireland,Male,IRL,2.8,55,64
2015,Ireland,Female,IRL,2.3,55,64
2015,Ireland,Male,IRL,3.3,15,64
2015,Ireland,Female,IRL,3.7,15,64
2015,Malta,Male,MLT,6.9,15,24
2015,Malta,Female,MLT,7.6,15,24
2015,Malta,Male,MLT,3.3,25,34
2015,Malta,Female,MLT,3.7,25,34
2015,Malta,Male,MLT,2.5,35,44
2015,Malta,Female,MLT,2.8,35,44
2015,Malta,Male,MLT,1.8,45,54
2015,Malta,Female,MLT,2.0,45,54
2015,Malta,Male,MLT,1.9,55,64
2015,Malta,Female,MLT,1.6,55,64
2015,Malta,Male,MLT,2.7,15,64
2015,Malta,Female,MLT,3.0,15,64
2015,Netherlands,Male,NLD,6.3,15,24
2015,Netherlands,Female,NLD,7.0,15,24
2015,Netherlands,Male,NLD,3.4,25,34
2015,Netherlands,Female,NLD,3.8,25,34
2015,Netherlands,Male,NLD,2.4,35,44
2015,Netherlands,Female,NLD,2.7,35,44
2015,Netherlands,Male,NLD,2.1,45,54
2015,Netherlands,Female,NLD,2.3,45,54
2015,Netherlands,Male,NLD,2.6,55,64
2015,Netherlands,Female,NLD,2.2,55,64
2015,Netherlands,Male,NLD,3.1,15,64
2015,Netherlands,Female,NLD,3.4,15,64
2015,Germany,Male,DEU,5.9,15,24
2015,Germany,Female,DEU,6.6,15,24
2015,Germany,Male,DEU,2.8,25,34
2015,Germany,Female,DEU,3.1,25,34
2015,Germany,Male,DEU,2.1,35,44
2015,Germany,Female,DEU,2.3,35,44
2015,Germany,Male,DEU,1.8,45,54
2015,Germany,Female,DEU,2.0,45,54
2015,Germany,Male,DEU,2.8,55,64
2015,Germany,Female,DEU,2.3,55,64
2015,Germany,Male,DEU,2.5,15,64
2015,Germany,Female,DEU,2.8,15,64
2015,Czech Republic,Male,CZE,5.3,15,24
2015,Czech Republic,Female,CZE,5.9,15,24
2015,Czech Republic,Male,CZE,2.4,25,34
2015,Czech Republic,Female,CZE,2.7,25,34
2015,Czech Republic,Male,CZE,1.7,35,44
2015,Czech Republic,Female,CZE,1.8,35,44
2015,Czech Republic,Male,CZE,1.4,45,54
2015,Czech Republic,Female,CZE,1.5,45,54
2015,Czech Republic,Male,CZE,1.8,55,64
2015,Czech Republic,Female,CZE,1.5,55,64
2015,Czech Republic,Male,CZE,2.1,15,64
2015,Czech Republic,Female,CZE,2.3,15,64
2016,Spain,Male,ESP,25.2,15,24
2016,Spain,Female,ESP,27.8,15,24
2016,Spain,Male,ESP,10.5,25,34
2016,Spain,Female,ESP,11.6,25,34
2016,Spain,Male,ESP,8.2,35,44
2016,Spain,Female,ESP,9.1,35,44
2016,Spain,Male,ESP,7.8,45,54
2016,Spain,Female,ESP,8.6,45,54
2016,Spain,Male,ESP,10.4,55,64
2016,Spain,Female,ESP,8.5,55,64
2016,Spain,Male,ESP,10.3,15,64
2016,Spain,Female,ESP,11.4,15,64
2016,Italy,Male,ITA,20.4,15,24
2016,Italy,Female,ITA,22.6,15,24
2016,Italy,Male,ITA,10.0,25,34
2016,Italy,Female,ITA,11.1,25,34
2016,Italy,Male,ITA,6.1,35,44
2016,Italy,Female,ITA,6.7,35,44
2016,Italy,Male,ITA,5.5,45,54
2016,Italy,Female,ITA,6.1,45,54
2016,Italy,Male,ITA,5.1,55,64
2016,Italy,Female,ITA,4.1,55,64
2016,Italy,Male,ITA,7.0,15,64
2016,Italy,Female,ITA,7.7,15,64
2016,Greece,Male,GRC,19.0,15,24
2016,Greece,Female,GRC,21.0,15,24
2016,Greece,Male,GRC,12.7,25,34
2016,Greece,Female,GRC,14.0,25,34
2016,Greece,Male,GRC,9.0,35,44
2016,Greece,Female,GRC,10.0,35,44
2016,Greece,Male,GRC,8.8,45,54
2016,Greece,Female,GRC,9.7,45,54
2016,Greece,Male,GRC,8.7,55,64
2016,Greece,Female,GRC,7.1,55,64
2016,Greece,Male,GRC,9.7,15,64
2016,Greece,Female,GRC,10.8,15,64
2016,France,Male,FRA,15.3,15,24
2016,France,Female,FRA,16.9,15,24
2016,France,Male,FRA,7.9,25,34
2016,France,Female,FRA,8.8,25,34
2016,France,Male,FRA,6.1,35,44
2016,France,Female,FRA,6.7,35,44
2016,France,Male,FRA,5.5,45,54
2016,France,Female,FRA,6.1,45,54
2016,France,Male,FRA,6.0,55,64
2016,France,Female,FRA,4.9,55,64
2016,France,Male,FRA,6.6,15,64
2016,France,Female,FRA,7.3,15,64
2016,Finland,Male,FIN,15.0,15,24
2016,Finland,Female,FIN,16.6,15,24
2016,Finland,Male,FIN,6.2,25,34
2016,Finland,Female,FIN,6.8,25,34
2016,Finland,Male,FIN,4.6,35,44
2016,Finland,Female,FIN,5.0,35,44
2016,Finland,Male,FIN,5.2,45,54
2016,Finland,Female,FIN,5.7,45,54
2016,Finland,Male,FIN,6.4,55,64
2016,Finland,Female,FIN,5.2,55,64
2016,Finland,Male,FIN,6.3,15,64
2016,Finland,Female,FIN,7.0,15,64
2016,Belgium,Male,BEL,14.5,15,24
2016,Belgium,Female,BEL,16.0,15,24
2016,Belgium,Male,BEL,7.0,25,34
2016,Belgium,Female,BEL,7.7,25,34
2016,Belgium,Male,BEL,4.8,35,44
2016,Belgium,Female,BEL,5.3,35,44
2016,Belgium,Male,BEL,4.4,45,54
2016,Belgium,Female,BEL,4.8,45,54
2016,Belgium,Male,BEL,4.3,55,64
2016,Belgium,Female,BEL,3.6,55,64
2016,Belgium,Male,BEL,5.0,15,64
2016,Belgium,Female,BEL,5.5,15,64
2016,Sweden,Male,SWE,13.5,15,24
2016,Sweden,Female,SWE,14.9,15,24
2016,Sweden,Male,SWE,6.1,25,34
2016,Sweden,Female,SWE,6.7,25,34
2016,Sweden,Male,SWE,3.8,35,44
2016,Sweden,Female,SWE,4.1,35,44
2016,Sweden,Male,SWE,3.4,45,54
2016,Sweden,Female,SWE,3.8,45,54
2016,Sweden,Male,SWE,4.2,55,64
2016,Sweden,Female,SWE,3.5,55,64
2016,Sweden,Male,SWE,5.2,15,64
2016,Sweden,Female,SWE,5.7,15,64
2016,Portugal,Male,PRT,13.3,15,24
2016,Portugal,Female,PRT,14.7,15,24
2016,Portugal,Male,PRT,7.2,25,34
2016,Portugal,Female,PRT,8.0,25,34
2016,Portugal,Male,PRT,5.3,35,44
2016,Portugal,Female,PRT,5.8,35,44
2016,Portugal,Male,PRT,4.6,45,54
2016,Portugal,Female,PRT,5.1,45,54
2016,Portugal,Male,PRT,5.0,55,64
2016,Portugal,Female,PRT,4.1,55,64
2016,Portugal,Male,PRT,5.4,15,64
2016,Portugal,Female,PRT,6.0,15,64
2016,Lithuania,Male,LTU,12.7,15,24
2016,Lithuania,Female,LTU,14.0,15,24
2016,Lithuania,Male,LTU,6.2,25,34
2016,Lithuania,Female,LTU,6.8,25,34
2016,Lithuania,Male,LTU,4.3,35,44
2016,Lithuania,Female,LTU,4.7,35,44
2016,Lithuania,Male,LTU,3.7,45,54
2016,Lithuania,Female,LTU,4.0,45,54
2016,Lithuania,Male,LTU,5.4,55,64
2016,Lithuania,Female,LTU,4.4,55,64
2016,Lithuania,Male,LTU,5.4,15,64
2016,Lithuania,Female,LTU,6.0,15,64
2016,Luxembourg,Male,LUX,12.3,15,24
2016,Luxembourg,Female,LUX,13.6,15,24
2016,Luxembourg,Male,LUX,4.6,25,34
2016,Luxembourg,Female,LUX,5.1,25,34
2016,Luxembourg,Male,LUX,3.4,35,44
2016,Luxembourg,Female,LUX,3.8,35,44
2016,Luxembourg,Male,LUX,2.8,45,54
2016,Luxembourg,Female,LUX,3.1,45,54
2016,Luxembourg,Male,LUX,3.0,55,64
2016,Luxembourg,Female,LUX,2.5,55,64
2016,Luxembourg,Male,LUX,3.9,15,64
2016,Luxembourg,Female,LUX,4.3,15,64
2016,Slovakia,Male,SVK,11.7,15,24
2016,Slovakia,Female,SVK,12.9,15,24
2016,Slovakia,Male,SVK,5.7,25,34
2016,Slovakia,Female,SVK,6.3,25,34
2016,Slovakia,Male,SVK,3.8,35,44
2016,Slovakia,Female,SVK,4.1,35,44
2016,Slovakia,Male,SVK,3.5,45,54
2016,Slovakia,Female,SVK,3.8,45,54
2016,Slovakia,Male,SVK,4.8,55,64
2016,Slovakia,Female,SVK,3.9,55,64
2016,Slovakia,Male,SVK,4.6,15,64
2016,Slovakia,Female,SVK,5.0,15,64
2016,Estonia,Male,EST,11.4,15,24
2016,Estonia,Female,EST,12.6,15,24
2016,Estonia,Male,EST,5.3,25,34
2016,Estonia,Female,EST,5.8,25,34
2016,Estonia,Male,EST,3.7,35,44
2016,Estonia,Female,EST,4.0,35,44
2016,Estonia,Male,EST,3.4,45,54
2016,Estonia,Female,EST,3.8,45,54
2016,Estonia,Male,EST,4.3,55,64
2016,Estonia,Female,EST,3.6,55,64
2016,Estonia,Male,EST,4.8,15,64
2016,Estonia,Female,EST,5.3,15,64
2016,Croatia,Male,HRV,11.0,15,24
2016,Croatia,Female,HRV,12.1,15,24
2016,Croatia,Male,HRV,6.4,25,34
2016,Croatia,Female,HRV,7.1,25,34
2016,Croatia,Male,HRV,5.2,35,44
2016,Croatia,Female,HRV,5.7,35,44
2016,Croatia,Male,HRV,4.6,45,54
2016,Croatia,Female,HRV,5.0,45,54
2016,Croatia,Male,HRV,5.1,55,64
2016,Croatia,Female,HRV,4.1,55,64
2016,Croatia,Male,HRV,5.4,15,64
2016,Croatia,Female,HRV,6.0,15,64
2016,Latvia,Male,LVA,10.8,15,24
2016,Latvia,Female,LVA,11.9,15,24
2016,Latvia,Male,LVA,5.2,25,34
2016,Latvia,Female,LVA,5.7,25,34
2016,Latvia,Male,LVA,3.8,35,44
2016,Latvia,Female,LVA,4.1,35,44
2016,Latvia,Male,LVA,3.5,45,54
2016,Latvia,Female,LVA,3.8,45,54
2016,Latvia,Male,LVA,4.2,55,64
2016,Latvia,Female,LVA,3.5,55,64
2016,Latvia,Male,LVA,4.6,15,64
2016,Latvia,Female,LVA,5.1,15,64
2016,Poland,Male,POL,10.6,15,24
2016,Poland,Female,POL,11.7,15,24
2016,Poland,Male,POL,4.3,25,34
2016,Poland,Female,POL,4.7,25,34
2016,Poland,Male,POL,2.8,35,44
2016,Poland,Female,POL,3.1,35,44
2016,Poland,Male,POL,2.5,45,54
2016,Poland,Female,POL,2.8,45,54
2016,Poland,Male,POL,3.0,55,64
2016,Poland,Female,POL,2.5,55,64
2016,Poland,Male,POL,3.0,15,64
2016,Poland,Female,POL,3.4,15,64
2016,Romania,Male,ROU,10.0,15,24
2016,Romania,Female,ROU,11.1,15,24
2016,Romania,Male,ROU,5.3,25,34
2016,Romania,Female,ROU,5.8,25,34
2016,Romania,Male,ROU,3.7,35,44
2016,Romania,Female,ROU,4.0,35,44
2016,Romania,Male,ROU,3.4,45,54
2016,Romania,Female,ROU,3.8,45,54
2016,Romania,Male,ROU,3.3,55,64
2016,Romania,Female,ROU,2.7,55,64
2016,Romania,Male,ROU,4.3,15,64
2016,Romania,Female,ROU,4.7,15,64
2016,Hungary,Male,HUN,9.6,15,24
2016,Hungary,Female,HUN,10.7,15,24
2016,Hungary,Male,HUN,3.8,25,34
2016,Hungary,Female,HUN,4.1,25,34
2016,Hungary,Male,HUN,2.6,35,44
2016,Hungary,Female,HUN,2.9,35,44
2016,Hungary,Male,HUN,2.3,45,54
2016,Hungary,Female,HUN,2.6,45,54
2016,Hungary,Male,HUN,2.9,55,64
2016,Hungary,Female,HUN,2.4,55,64
2016,Hungary,Male,HUN,3.2,15,64
2016,Hungary,Female,HUN,3.6,15,64
2016,Austria,Male,AUT,9.1,15,24
2016,Austria,Female,AUT,10.1,15,24
2016,Austria,Male,AUT,4.6,25,34
2016,Austria,Female,AUT,5.0,25,34
2016,Austria,Male,AUT,3.8,35,44
2016,Austria,Female,AUT,4.1,35,44
2016,Austria,Male,AUT,3.4,45,54
2016,Austria,Female,AUT,3.8,45,54
2016,Austria,Male,AUT,4.0,55,64
2016,Austria,Female,AUT,3.3,55,64
2016,Austria,Male,AUT,4.3,15,64
2016,Austria,Female,AUT,4.7,15,64
2016,Denmark,Male,DNK,8.8,15,24
2016,Denmark,Female,DNK,9.7,15,24
2016,Denmark,Male,DNK,4.4,25,34
2016,Denmark,Female,DNK,4.8,25,34
2016,Denmark,Male,DNK,3.4,35,44
2016,Denmark,Female,DNK,3.8,35,44
2016,Denmark,Male,DNK,2.9,45,54
2016,Denmark,Female,DNK,3.2,45,54
2016,Denmark,Male,DNK,3.2,55,64
2016,Denmark,Female,DNK,2.6,55,64
2016,Denmark,Male,DNK,3.7,15,64
2016,Denmark,Female,DNK,4.0,15,64
2016,Slovenia,Male,SVN,8.1,15,24
2016,Slovenia,Female,SVN,9.0,15,24
2016,Slovenia,Male,SVN,3.8,25,34
2016,Slovenia,Female,SVN,4.1,25,34
2016,Slovenia,Male,SVN,2.8,35,44
2016,Slovenia,Female,SVN,3.1,35,44
2016,Slovenia,Male,SVN,2.5,45,54
2016,Slovenia,Female,SVN,2.8,45,54
2016,Slovenia,Male,SVN,3.0,55,64
2016,Slovenia,Female,SVN,2.5,55,64
2016,Slovenia,Male,SVN,3.0,15,64
2016,Slovenia,Female,SVN,3.4,15,64
2016,Bulgaria,Male,BGR,7.9,15,24
2016,Bulgaria,Female,BGR,8.8,15,24
2016,Bulgaria,Male,BGR,4.3,25,34
2016,Bulgaria,Female,BGR,4.7,25,34
2016,Bulgaria,Male,BGR,3.5,35,44
2016,Bulgaria,Female,BGR,3.8,35,44
2016,Bulgaria,Male,BGR,2.9,45,54
2016,Bulgaria,Female,BGR,3.2,45,54
2016,Bulgaria,Male,BGR,2.9,55,64
2016,Bulgaria,Female,BGR,2.4,55,64
2016,Bulgaria,Male,BGR,3.8,15,64
2016,Bulgaria,Female,BGR,4.2,15,64
2016,Cyprus,Male,CYP,7.9,15,24
2016,Cyprus,Female,CYP,8.7,15,24
2016,Cyprus,Male,CYP,4.6,25,34
2016,Cyprus,Female,CYP,5.1,25,34
2016,Cyprus,Male,CYP,3.7,35,44
2016,Cyprus,Female,CYP,4.0,35,44
2016,Cyprus,Male,CYP,3.4,45,54
2016,Cyprus,Female,CYP,3.8,45,54
2016,Cyprus,Male,CYP,3.3,55,64
2016,Cyprus,Female,CYP,2.7,55,64
2016,Cyprus,Male,CYP,3.8,15,64
2016,Cyprus,Female,CYP,4.1,15,64
2016,Ireland,Male,IRL,7.3,15,24
2016,Ireland,Female,IRL,8.1,15,24
2016,Ireland,Male,IRL,3.7,25,34
2016,Ireland,Female,IRL,4.0,25,34
2016,Ireland,Male,IRL,2.9,35,44
2016,Ireland,Female,IRL,3.2,35,44
2016,Ireland,Male,IRL,2.6,45,54
2016,Ireland,Female,IRL,2.9,45,54
2016,Ireland,Male,IRL,2.9,55,64
2016,Ireland,Female,IRL,2.4,55,64
2016,Ireland,Male,IRL,3.4,15,64
2016,Ireland,Female,IRL,3.8,15,64
2016,Malta,Male,MLT,7.1,15,24
2016,Malta,Female,MLT,7.8,15,24
2016,Malta,Male,MLT,3.4,25,34
2016,Malta,Female,MLT,3.8,25,34
2016,Malta,Male,MLT,2.6,35,44
2016,Malta,Female,MLT,2.9,35,44
2016,Malta,Male,MLT,1.9,45,54
2016,Malta,Female,MLT,2.1,45,54
2016,Malta,Male,MLT,2.0,55,64
