year,country_name,sexe,iso3,youth_unemployment_rate_pct,age_min,age_max
2015,Belgium,M,BEL,6.8,25,34
2015,Belgium,F,BEL,7.5,25,34
2015,Belgium,T,BEL,5.0,35,44
2015,Belgium,M,BEL,4.7,35,44
2015,Belgium,F,BEL,5.2,35,44
2015,Belgium,T,BEL,4.5,45,54
2015,Belgium,M,BEL,4.3,45,54
2015,Belgium,F,BEL,4.7,45,54
2015,Belgium,T,BEL,3.9,55,64
2015,Belgium,M,BEL,4.3,55,64
2015,Belgium,F,BEL,3.5,55,64
2015,Belgium,T,BEL,5.2,15,64
2015,Belgium,M,BEL,4.9,15,64
2015,Belgium,F,BEL,5.4,15,64
2015,Sweden,T,SWE,13.9,15,24
2015,Sweden,M,SWE,13.2,15,24
2015,Sweden,F,SWE,14.6,15,24
2015,Sweden,T,SWE,6.3,25,34
2015,Sweden,M,SWE,5.9,25,34
2015,Sweden,F,SWE,6.6,25,34
2015,Sweden,T,SWE,3.9,35,44
2015,Sweden,M,SWE,3.7,35,44
2015,Sweden,F,SWE,4.1,35,44
2015,Sweden,T,SWE,3.5,45,54
2015,Sweden,M,SWE,3.3,45,54
2015,Sweden,F,SWE,3.7,45,54
2015,Sweden,T,SWE,3.8,55,64
2015,Sweden,M,SWE,4.1,55,64
2015,Sweden,F,SWE,3.4,55,64
2015,Sweden,T,SWE,5.3,15,64
2015,Sweden,M,SWE,5.1,15,64
2015,Sweden,F,SWE,5.6,15,64
2015,Portugal,T,PRT,13.7,15,24
2015,Portugal,M,PRT,13.0,15,24
2015,Portugal,F,PRT,14.4,15,24
2015,Portugal,T,PRT,7.5,25,34
2015,Portugal,M,PRT,7.1,25,34
2015,Portugal,F,PRT,7.8,25,34
2015,Portugal,T,PRT,5.4,35,44
2015,Portugal,M,PRT,5.2,35,44
2015,Portugal,F,PRT,5.7,35,44
2015,Portugal,T,PRT,4.8,45,54
2015,Portugal,M,PRT,4.5,45,54
2015,Portugal,F,PRT,5.0,45,54
2015,Portugal,T,PRT,4.4,55,64
2015,Portugal,M,PRT,4.9,55,64
2015,Portugal,F,PRT,4.0,55,64
2015,Portugal,T,PRT,5.6,15,64
2015,Portugal,M,PRT,5.3,15,64
2015,Portugal,F,PRT,5.9,15,64
2015,Lithuania,T,LTU,13.1,15,24
2015,Lithuania,M,LTU,12.4,15,24
2015,Lithuania,F,LTU,13.7,15,24
2015,Lithuania,T,LTU,6.3,25,34
2015,Lithuania,M,LTU,6.0,25,34
2015,Lithuania,F,LTU,6.7,25,34
2015,Lithuania,T,LTU,4.4,35,44
2015,Lithuania,M,LTU,4.2,35,44
2015,Lithuania,F,LTU,4.6,35,44
2015,Lithuania,T,LTU,3.8,45,54
2015,Lithuania,M,LTU,3.6,45,54
2015,Lithuania,F,LTU,4.0,45,54
2015,Lithuania,T,LTU,4.8,55,64
2015,Lithuania,M,LTU,5.3,55,64
2015,Lithuania,F,LTU,4.3,55,64
2015,Lithuania,T,LTU,5.6,15,64
2015,Lithuania,M,LTU,5.3,15,64
2015,Lithuania,F,LTU,5.9,15,64
2015,Luxembourg,T,LUX,12.7,15,24
2015,Luxembourg,M,LUX,12.1,15,24
2015,Luxembourg,F,LUX,13.3,15,24
2015,Luxembourg,T,LUX,4.8,25,34
2015,Luxembourg,M,LUX,4.5,25,34
2015,Luxembourg,F,LUX,5.0,25,34
2015,Luxembourg,T,LUX,3.5,35,44
2015,Luxembourg,M,LUX,3.3,35,44
2015,Luxembourg,F,LUX,3.7,35,44
2015,Luxembourg,T,LUX,2.9,45,54
2015,Luxembourg,M,LUX,2.7,45,54
2015,Luxembourg,F,LUX,3.0,45,54
2015,Luxembourg,T,LUX,2.7,55,64
2015,Luxembourg,M,LUX,2.9,55,64
2015,Luxembourg,F,LUX,2.4,55,64
2015,Luxembourg,T,LUX,4.0,15,64
2015,Luxembourg,M,LUX,3.8,15,64
2015,Luxembourg,F,LUX,4.3,15,64
2015,Slovakia,T,SVK,12.1,15,24
2015,Slovakia,M,SVK,11.4,15,24
2015,Slovakia,F,SVK,12.7,15,24
2015,Slovakia,T,SVK,5.9,25,34
2015,Slovakia,M,SVK,5.6,25,34
2015,Slovakia,F,SVK,6.2,25,34
2015,Slovakia,T,SVK,3.9,35,44
2015,Slovakia,M,SVK,3.7,35,44
2015,Slovakia,F,SVK,4.1,35,44
2015,Slovakia,T,SVK,3.6,45,54
2015,Slovakia,M,SVK,3.4,45,54
2015,Slovakia,F,SVK,3.8,45,54
2015,Slovakia,T,SVK,4.2,55,64
2015,Slovakia,M,SVK,4.7,55,64
2015,Slovakia,F,SVK,3.8,55,64
2015,Slovakia,T,SVK,4.7,15,64
2015,Slovakia,M,SVK,4.5,15,64
2015,Slovakia,F,SVK,4.9,15,64
2015,Estonia,T,EST,11.8,15,24
2015,Estonia,M,EST,11.2,15,24
2015,Estonia,F,EST,12.4,15,24
2015,Estonia,T,EST,5.4,25,34
2015,Estonia,M,EST,5.2,25,34
2015,Estonia,F,EST,5.7,25,34
2015,Estonia,T,EST,3.8,35,44
2015,Estonia,M,EST,3.6,35,44
2015,Estonia,F,EST,4.0,35,44
2015,Estonia,T,EST,3.5,45,54
2015,Estonia,M,EST,3.3,45,54
2015,Estonia,F,EST,3.7,45,54
2015,Estonia,T,EST,3.9,55,64
2015,Estonia,M,EST,4.3,55,64
2015,Estonia,F,EST,3.5,55,64
2015,Estonia,T,EST,5.0,15,64
2015,Estonia,M,EST,4.7,15,64
2015,Estonia,F,EST,5.2,15,64
2015,Croatia,T,HRV,11.3,15,24
2015,Croatia,M,HRV,10.8,15,24
2015,Croatia,F,HRV,11.9,15,24
2015,Croatia,T,HRV,6.6,25,34
2015,Croatia,M,HRV,6.3,25,34
2015,Croatia,F,HRV,7.0,25,34
2015,Croatia,T,HRV,5.3,35,44
2015,Croatia,M,HRV,5.1,35,44
2015,Croatia,F,HRV,5.6,35,44
2015,Croatia,T,HRV,4.7,45,54
2015,Croatia,M,HRV,4.5,45,54
2015,Croatia,F,HRV,4.9,45,54
2015,Croatia,T,HRV,4.5,55,64
2015,Croatia,M,HRV,5.0,55,64
2015,Croatia,F,HRV,4.1,55,64
2015,Croatia,T,HRV,5.6,15,64
2015,Croatia,M,HRV,5.3,15,64
2015,Croatia,F,HRV,5.9,15,64
2015,Latvia,T,LVA,11.1,15,24
2015,Latvia,M,LVA,10.6,15,24
2015,Latvia,F,LVA,11.7,15,24
2015,Latvia,T,LVA,5.3,25,34
2015,Latvia,M,LVA,5.1,25,34
2015,Latvia,F,LVA,5.6,25,34
2015,Latvia,T,LVA,3.9,35,44
2015,Latvia,M,LVA,3.7,35,44
2015,Latvia,F,LVA,4.1,35,44
2015,Latvia,T,LVA,3.6,45,54
2015,Latvia,M,LVA,3.4,45,54
2015,Latvia,F,LVA,3.8,45,54
2015,Latvia,T,LVA,3.8,55,64
2015,Latvia,M,LVA,4.1,55,64
2015,Latvia,F,LVA,3.4,55,64
2015,Latvia,T,LVA,4.8,15,64
2015,Latvia,M,LVA,4.5,15,64
2015,Latvia,F,LVA,5.0,15,64
2015,Poland,T,POL,10.9,15,24
2015,Poland,M,POL,10.4,15,24
2015,Poland,F,POL,11.5,15,24
2015,Poland,T,POL,4.4,25,34
2015,Poland,M,POL,4.2,25,34
2015,Poland,F,POL,4.6,25,34
2015,Poland,T,POL,2.9,35,44
2015,Poland,M,POL,2.7,35,44
2015,Poland,F,POL,3.0,35,44
2015,Poland,T,POL,2.6,45,54
2015,Poland,M,POL,2.4,45,54
2015,Poland,F,POL,2.7,45,54
2015,Poland,T,POL,2.7,55,64
2015,Poland,M,POL,2.9,55,64
2015,Poland,F,POL,2.4,55,64
2015,Poland,T,POL,3.1,15,64
2015,Poland,M,POL,3.0,15,64
2015,Poland,F,POL,3.3,15,64
2015,Romania,T,ROU,10.3,15,24
2015,Romania,M,ROU,9.8,15,24
2015,Romania,F,ROU,10.8,15,24
2015,Romania,T,ROU,5.4,25,34
2015,Romania,M,ROU,5.2,25,34
2015,Romania,F,ROU,5.7,25,34
2015,Romania,T,ROU,3.8,35,44
2015,Romania,M,ROU,3.6,35,44
2015,Romania,F,ROU,4.0,35,44
2015,Romania,T,ROU,3.5,45,54
2015,Romania,M,ROU,3.3,45,54
2015,Romania,F,ROU,3.7,45,54
2015,Romania,T,ROU,2.9,55,64
2015,Romania,M,ROU,3.2,55,64
2015,Romania,F,ROU,2.6,55,64
2015,Romania,T,ROU,4.4,15,64
2015,Romania,M,ROU,4.2,15,64
2015,Romania,F,ROU,4.6,15,64
2015,Hungary,T,HUN,9.9,15,24
2015,Hungary,M,HUN,9.4,15,24
2015,Hungary,F,HUN,10.4,15,24
2015,Hungary,T,HUN,3.9,25,34
2015,Hungary,M,HUN,3.7,25,34
2015,Hungary,F,HUN,4.1,25,34
2015,Hungary,T,HUN,2.7,35,44
2015,Hungary,M,HUN,2.5,35,44
2015,Hungary,F,HUN,2.8,35,44
2015,Hungary,T,HUN,2.4,45,54
2015,Hungary,M,HUN,2.3,45,54
2015,Hungary,F,HUN,2.5,45,54
2015,Hungary,T,HUN,2.6,55,64
2015,Hungary,M,HUN,2.8,55,64
2015,Hungary,F,HUN,2.3,55,64
2015,Hungary,T,HUN,3.3,15,64
2015,Hungary,M,HUN,3.1,15,64
2015,Hungary,F,HUN,3.5,15,64
2015,Austria,T,AUT,9.4,15,24
2015,Austria,M,AUT,8.9,15,24
2015,Austria,F,AUT,9.9,15,24
2015,Austria,T,AUT,4.7,25,34
2015,Austria,M,AUT,4.5,25,34
2015,Austria,F,AUT,4.9,25,34
2015,Austria,T,AUT,3.9,35,44
2015,Austria,M,AUT,3.7,35,44
2015,Austria,F,AUT,4.1,35,44
2015,Austria,T,AUT,3.5,45,54
2015,Austria,M,AUT,3.3,45,54
2015,Austria,F,AUT,3.7,45,54
2015,Austria,T,AUT,3.6,55,64
2015,Austria,M,AUT,3.9,55,64
2015,Austria,F,AUT,3.2,55,64
2015,Austria,T,AUT,4.4,15,64
2015,Austria,M,AUT,4.2,15,64
2015,Austria,F,AUT,4.6,15,64
2015,Denmark,T,DNK,9.0,15,24
2015,Denmark,M,DNK,8.6,15,24
2015,Denmark,F,DNK,9.5,15,24
2015,Denmark,T,DNK,4.5,25,34
2015,Denmark,M,DNK,4.3,25,34
2015,Denmark,F,DNK,4.7,25,34
2015,Denmark,T,DNK,3.5,35,44
2015,Denmark,M,DNK,3.3,35,44
2015,Denmark,F,DNK,3.7,35,44
2015,Denmark,T,DNK,2.9,45,54
2015,Denmark,M,DNK,2.8,45,54
2015,Denmark,F,DNK,3.1,45,54
2015,Denmark,T,DNK,2.9,55,64
2015,Denmark,M,DNK,3.1,55,64
2015,Denmark,F,DNK,2.6,55,64
2015,Denmark,T,DNK,3.8,15,64
2015,Denmark,M,DNK,3.6,15,64
2015,Denmark,F,DNK,4.0,15,64
2015,Slovenia,T,SVN,8.4,15,24
2015,Slovenia,M,SVN,8.0,15,24
2015,Slovenia,F,SVN,8.8,15,24
2015,Slovenia,T,SVN,3.9,25,34
2015,Slovenia,M,SVN,3.7,25,34
2015,Slovenia,F,SVN,4.1,25,34
2015,Slovenia,T,SVN,2.9,35,44
2015,Slovenia,M,SVN,2.7,35,44
2015,Slovenia,F,SVN,3.0,35,44
2015,Slovenia,T,SVN,2.6,45,54
2015,Slovenia,M,SVN,2.4,45,54
2015,Slovenia,F,SVN,2.7,45,54
2015,Slovenia,T,SVN,2.7,55,64
2015,Slovenia,M,SVN,2.9,55,64
2015,Slovenia,F,SVN,2.4,55,64
2015,Slovenia,T,SVN,3.1,15,64
2015,Slovenia,M,SVN,3.0,15,64
2015,Slovenia,F,SVN,3.3,15,64
2015,Bulgaria,T,BGR,8.2,15,24
2015,Bulgaria,M,BGR,7.8,15,24
2015,Bulgaria,F,BGR,8.6,15,24
2015,Bulgaria,T,BGR,4.4,25,34
2015,Bulgaria,M,BGR,4.2,25,34
2015,Bulgaria,F,BGR,4.6,25,34
2015,Bulgaria,T,BGR,3.6,35,44
2015,Bulgaria,M,BGR,3.4,35,44
2015,Bulgaria,F,BGR,3.8,35,44
2015,Bulgaria,T,BGR,2.9,45,54
2015,Bulgaria,M,BGR,2.8,45,54
2015,Bulgaria,F,BGR,3.1,45,54
2015,Bulgaria,T,BGR,2.6,55,64
2015,Bulgaria,M,BGR,2.8,55,64
2015,Bulgaria,F,BGR,2.3,55,64
2015,Bulgaria,T,BGR,4.0,15,64
2015,Bulgaria,M,BGR,3.8,15,64
2015,Bulgaria,F,BGR,4.2,15,64
2015,Cyprus,T,CYP,8.1,15,24
2015,Cyprus,M,CYP,7.7,15,24
2015,Cyprus,F,CYP,8.5,15,24
2015,Cyprus,T,CYP,4.8,25,34
2015,Cyprus,M,CYP,4.5,25,34
2015,Cyprus,F,CYP,5.0,25,34
2015,Cyprus,T,CYP,3.8,35,44
2015,Cyprus,M,CYP,3.6,35,44
2015,Cyprus,F,CYP,4.0,35,44
2015,Cyprus,T,CYP,3.5,45,54
2015,Cyprus,M,CYP,3.3,45,54
2015,Cyprus,F,CYP,3.7,45,54
2015,Cyprus,T,CYP,2.9,55,64
2015,Cyprus,M,CYP,3.2,55,64
2015,Cyprus,F,CYP,2.6,55,64
2015,Cyprus,T,CYP,3.9,15,64
2015,Cyprus,M,CYP,3.7,15,64
2015,Cyprus,F,CYP,4.1,15,64
2015,Ireland,T,IRL,7.5,15,24
2015,Ireland,M,IRL,7.2,15,24
2015,Ireland,F,IRL,7.9,15,24
2015,Ireland,T,IRL,3.8,25,34
2015,Ireland,M,IRL,3.6,25,34
2015,Ireland,F,IRL,4.0,25,34
2015,Ireland,T,IRL,2.9,35,44
2015,Ireland,M,IRL,2.8,35,44
2015,Ireland,F,IRL,3.1,35,44
2015,Ireland,T,IRL,2.7,45,54
2015,Ireland,M,IRL,2.5,45,54
2015,Ireland,F,IRL,2.8,45,54
2015,Ireland,T,IRL,2.6,55,64
2015,Ireland,M,IRL,2.8,55,64
2015,Ireland,F,IRL,2.3,55,64
2015,Ireland,T,IRL,3.5,15,64
2015,Ireland,M,IRL,3.3,15,64
2015,Ireland,F,IRL,3.7,15,64
2015,Malta,T,MLT,7.3,15,24
2015,Malta,M,MLT,6.9,15,24
2015,Malta,F,MLT,7.6,15,24
2015,Malta,T,MLT,3.5,25,34
2015,Malta,M,MLT,3.3,25,34
2015,Malta,F,MLT,3.7,25,34
2015,Malta,T,MLT,2.7,35,44
2015,Malta,M,MLT,2.5,35,44
2015,Malta,F,MLT,2.8,35,44
2015,Malta,T,MLT,1.9,45,54
2015,Malta,M,MLT,1.8,45,54
2015,Malta,F,MLT,2.0,45,54
2015,Malta,T,MLT,1.7,55,64
2015,Malta,M,MLT,1.9,55,64
2015,Malta,F,MLT,1.6,55,64
2015,Malta,T,MLT,2.9,15,64
2015,Malta,M,MLT,2.7,15,64
2015,Malta,F,MLT,3.0,15,64
2015,Netherlands,T,NLD,6.6,15,24
2015,Netherlands,M,NLD,6.3,15,24
2015,Netherlands,F,NLD,7.0,15,24
2015,Netherlands,T,NLD,3.6,25,34
2015,Netherlands,M,NLD,3.4,25,34
2015,Netherlands,F,NLD,3.8,25,34
2015,Netherlands,T,NLD,2.6,35,44
2015,Netherlands,M,NLD,2.4,35,44
2015,Netherlands,F,NLD,2.7,35,44
2015,Netherlands,T,NLD,2.2,45,54
2015,Netherlands,M,NLD,2.1,45,54
2015,Netherlands,F,NLD,2.3,45,54
2015,Netherlands,T,NLD,2.4,55,64
2015,Netherlands,M,NLD,2.6,55,64
2015,Netherlands,F,NLD,2.2,55,64
2015,Netherlands,T,NLD,3.2,15,64
2015,Netherlands,M,NLD,3.1,15,64
2015,Netherlands,F,NLD,3.4,15,64
2015,Germany,T,DEU,6.3,15,24
2015,Germany,M,DEU,5.9,15,24
2015,Germany,F,DEU,6.6,15,24
2015,Germany,T,DEU,2.9,25,34
2015,Germany,M,DEU,2.8,25,34
2015,Germany,F,DEU,3.1,25,34
2015,Germany,T,DEU,2.2,35,44
2015,Germany,M,DEU,2.1,35,44
2015,Germany,F,DEU,2.3,35,44
2015,Germany,T,DEU,1.9,45,54
2015,Germany,M,DEU,1.8,45,54
2015,Germany,F,DEU,2.0,45,54
2015,Germany,T,DEU,2.6,55,64
2015,Germany,M,DEU,2.8,55,64
2015,Germany,F,DEU,2.3,55,64
2015,Germany,T,DEU,2.7,15,64
2015,Germany,M,DEU,2.5,15,64
2015,Germany,F,DEU,2.8,15,64
2015,Czech Republic,T,CZE,5.6,15,24
2015,Czech Republic,M,CZE,5.3,15,24
2015,Czech Republic,F,CZE,5.9,15,24
2015,Czech Republic,T,CZE,2.6,25,34
2015,Czech Republic,M,CZE,2.4,25,34
2015,Czech Republic,F,CZE,2.7,25,34
2015,Czech Republic,T,CZE,1.7,35,44
2015,Czech Republic,M,CZE,1.7,35,44
2015,Czech Republic,F,CZE,1.8,35,44
2015,Czech Republic,T,CZE,1.5,45,54
2015,Czech Republic,M,CZE,1.4,45,54
2015,Czech Republic,F,CZE,1.5,45,54
2015,Czech Republic,T,CZE,1.7,55,64
2015,Czech Republic,M,CZE,1.8,55,64
2015,Czech Republic,F,CZE,1.5,55,64
2015,Czech Republic,T,CZE,2.2,15,64
2015,Czech Republic,M,CZE,2.1,15,64
2015,Czech Republic,F,CZE,2.3,15,64
2016,Spain,T,ESP,26.5,15,24
2016,Spain,M,ESP,25.2,15,24
2016,Spain,F,ESP,27.8,15,24
2016,Spain,T,ESP,11.1,25,34
2016,Spain,M,ESP,10.5,25,34
2016,Spain,F,ESP,11.6,25,34
2016,Spain,T,ESP,8.6,35,44
2016,Spain,M,ESP,8.2,35,44
2016,Spain,F,ESP,9.1,35,44
2016,Spain,T,ESP,8.2,45,54
2016,Spain,M,ESP,7.8,45,54
2016,Spain,F,ESP,8.6,45,54
2016,Spain,T,ESP,9.5,55,64
2016,Spain,M,ESP,10.4,55,64
2016,Spain,F,ESP,8.5,55,64
2016,Spain,T,ESP,10.8,15,64
2016,Spain,M,ESP,10.3,15,64
2016,Spain,F,ESP,11.4,15,64
2016,Italy,T,ITA,21.5,15,24
2016,Italy,M,ITA,20.4,15,24
2016,Italy,F,ITA,22.6,15,24
2016,Italy,T,ITA,10.5,25,34
2016,Italy,M,ITA,10.0,25,34
2016,Italy,F,ITA,11.1,25,34
2016,Italy,T,ITA,6.4,35,44
2016,Italy,M,ITA,6.1,35,44
2016,Italy,F,ITA,6.7,35,44
2016,Italy,T,ITA,5.8,45,54
2016,Italy,M,ITA,5.5,45,54
2016,Italy,F,ITA,6.1,45,54
2016,Italy,T,ITA,4.6,55,64
2016,Italy,M,ITA,5.1,55,64
2016,Italy,F,ITA,4.1,55,64
2016,Italy,T,ITA,7.3,15,64
2016,Italy,M,ITA,7.0,15,64
2016,Italy,F,ITA,7.7,15,64
2016,Greece,T,GRC,20.0,15,24
2016,Greece,M,GRC,19.0,15,24
2016,Greece,F,GRC,21.0,15,24
2016,Greece,T,GRC,13.3,25,34
2016,Greece,M,GRC,12.7,25,34
2016,Greece,F,GRC,14.0,25,34
2016,Greece,T,GRC,9.5,35,44
2016,Greece,M,GRC,9.0,35,44
2016,Greece,F,GRC,10.0,35,44
2016,Greece,T,GRC,9.2,45,54
2016,Greece,M,GRC,8.8,45,54
2016,Greece,F,GRC,9.7,45,54
2016,Greece,T,GRC,7.9,55,64
2016,Greece,M,GRC,8.7,55,64
2016,Greece,F,GRC,7.1,55,64
2016,Greece,T,GRC,10.2,15,64
2016,Greece,M,GRC,9.7,15,64
2016,Greece,F,GRC,10.8,15,64
2016,France,T,FRA,16.1,15,24
2016,France,M,FRA,15.3,15,24
2016,France,F,FRA,16.9,15,24
2016,France,T,FRA,8.4,25,34
2016,France,M,FRA,7.9,25,34
2016,France,F,FRA,8.8,25,34
2016,France,T,FRA,6.4,35,44
2016,France,M,FRA,6.1,35,44
2016,France,F,FRA,6.7,35,44
2016,France,T,FRA,5.8,45,54
2016,France,M,FRA,5.5,45,54
2016,France,F,FRA,6.1,45,54
2016,France,T,FRA,5.5,55,64
2016,France,M,FRA,6.0,55,64
2016,France,F,FRA,4.9,55,64
2016,France,T,FRA,7.0,15,64
2016,France,M,FRA,6.6,15,64
2016,France,F,FRA,7.3,15,64
2016,Finland,T,FIN,15.8,15,24
2016,Finland,M,FIN,15.0,15,24
2016,Finland,F,FIN,16.6,15,24
2016,Finland,T,FIN,6.5,25,34
2016,Finland,M,FIN,6.2,25,34
2016,Finland,F,FIN,6.8,25,34
2016,Finland,T,FIN,4.8,35,44
2016,Finland,M,FIN,4.6,35,44
2016,Finland,F,FIN,5.0,35,44
2016,Finland,T,FIN,5.5,45,54
2016,Finland,M,FIN,5.2,45,54
2016,Finland,F,FIN,5.7,45,54
2016,Finland,T,FIN,5.8,55,64
2016,Finland,M,FIN,6.4,55,64
2016,Finland,F,FIN,5.2,55,64
2016,Finland,T,FIN,6.7,15,64
2016,Finland,M,FIN,6.3,15,64
2016,Finland,F,FIN,7.0,15,64
2016,Belgium,T,BEL,15.2,15,24
2016,Belgium,M,BEL,14.5,15,24
2016,Belgium,F,BEL,16.0,15,24
2016,Belgium,T,BEL,7.3,25,34
2016,Belgium,M,BEL,7.0,25,34
2016,Belgium,F,BEL,7.7,25,34
2016,Belgium,T,BEL,5.1,35,44
2016,Belgium,M,BEL,4.8,35,44
2016,Belgium,F,BEL,5.3,35,44
2016,Belgium,T,BEL,4.6,45,54
2016,Belgium,M,BEL,4.4,45,54
2016,Belgium,F,BEL,4.8,45,54
2016,Belgium,T,BEL,3.9,55,64
2016,Belgium,M,BEL,4.3,55,64
2016,Belgium,F,BEL,3.6,55,64
2016,Belgium,T,BEL,5.3,15,64
2016,Belgium,M,BEL,5.0,15,64
2016,Belgium,F,BEL,5.5,15,64
2016,Sweden,T,SWE,14.2,15,24
2016,Sweden,M,SWE,13.5,15,24
2016,Sweden,F,SWE,14.9,15,24
2016,Sweden,T,SWE,6.4,25,34
2016,Sweden,M,SWE,6.1,25,34
2016,Sweden,F,SWE,6.7,25,34
2016,Sweden,T,SWE,3.9,35,44
2016,Sweden,M,SWE,3.8,35,44
2016,Sweden,F,SWE,4.1,35,44
2016,Sweden,T,SWE,3.6,45,54
2016,Sweden,M,SWE,3.4,45,54
2016,Sweden,F,SWE,3.8,45,54
2016,Sweden,T,SWE,3.9,55,64
2016,Sweden,M,SWE,4.2,55,64
2016,Sweden,F,SWE,3.5,55,64
2016,Sweden,T,SWE,5.5,15,64
2016,Sweden,M,SWE,5.2,15,64
2016,Sweden,F,SWE,5.7,15,64
2016,Portugal,T,PRT,14.0,15,24
2016,Portugal,M,PRT,13.3,15,24
2016,Portugal,F,PRT,14.7,15,24
2016,Portugal,T,PRT,7.6,25,34
2016,Portugal,M,PRT,7.2,25,34
2016,Portugal,F,PRT,8.0,25,34
2016,Portugal,T,PRT,5.5,35,44
2016,Portugal,M,PRT,5.3,35,44
2016,Portugal,F,PRT,5.8,35,44
2016,Portugal,T,PRT,4.9,45,54
2016,Portugal,M,PRT,4.6,45,54
2016,Portugal,F,PRT,5.1,45,54
2016,Portugal,T,PRT,4.5,55,64
2016,Portugal,M,PRT,5.0,55,64
2016,Portugal,F,PRT,4.1,55,64
2016,Portugal,T,PRT,5.7,15,64
2016,Portugal,M,PRT,5.4,15,64
2016,Portugal,F,PRT,6.0,15,64
2016,Lithuania,T,LTU,13.3,15,24
2016,Lithuania,M,LTU,12.7,15,24
2016,Lithuania,F,LTU,14.0,15,24
2016,Lithuania,T,LTU,6.5,25,34
2016,Lithuania,M,LTU,6.2,25,34
2016,Lithuania,F,LTU,6.8,25,34
2016,Lithuania,T,LTU,4.5,35,44
2016,Lithuania,M,LTU,4.3,35,44
2016,Lithuania,F,LTU,4.7,35,44
2016,Lithuania,T,LTU,3.9,45,54
